G_home,W_PCT_home,HOME_RECORD_home,ROAD_RECORD_home,W_PCT_prev_home,HOME_RECORD_prev_home,ROAD_RECORD_prev_home,G_away,W_PCT_away,HOME_RECORD_away,ROAD_RECORD_away,W_PCT_prev_away,HOME_RECORD_prev_away,ROAD_RECORD_prev_away,WIN_PRCT_home_3g,PTS_home_3g,FG_PCT_home_3g,FT_PCT_home_3g,FG3_PCT_home_3g,AST_home_3g,REB_home_3g,WIN_PRCT_away_3g,PTS_away_3g,FG_PCT_away_3g,FT_PCT_away_3g,FG3_PCT_away_3g,AST_away_3g,REB_away_3g,WIN_PRCT_home_10g,PTS_home_10g,FG_PCT_home_10g,FT_PCT_home_10g,FG3_PCT_home_10g,AST_home_10g,REB_home_10g,WIN_PRCT_away_10g,PTS_away_10g,FG_PCT_away_10g,FT_PCT_away_10g,FG3_PCT_away_10g,AST_away_10g,REB_away_10g
82.0,0.5489999999999999,0.7073170731707317,0.3902439024390244,0.305,0.4146341463414634,0.1951219512195122,82.0,0.512,0.7073170731707317,0.3170731707317073,0.4270000000000001,0.5609756097560976,0.2926829268292683,0.0,97.33333333333331,0.4116666666666666,0.703,0.317,16.0,37.333333333333336,0.6666666666666666,97.0,0.445,0.656,0.4426666666666667,24.0,47.333333333333336,0.4,100.4,0.4249999999999999,0.7175,0.2947999999999999,17.2,42.8,0.4,95.8,0.4351000000000001,0.6791,0.3258,22.8,42.7
